time;machine;benchmark;#SDC;#abort;#end;acc_time;header;acc_err;file_path
Sat May  8 14:39:06 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;15.817201; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_08_14_39_06_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sat May  8 14:40:49 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;2;0;0;304.695138; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;2;/tmp/parserSDC/2021_05_08_14_40_49_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sat May  8 14:47:22 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;2;0;0;159.981959; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;15;/tmp/parserSDC/2021_05_08_14_47_22_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sat May  8 14:51:05 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;0; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_08_14_51_05_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sat May  8 14:52:33 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;3;0;0;304.609998; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;3;/tmp/parserSDC/2021_05_08_14_52_33_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sat May  8 14:59:16 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;3;0;0;168.918526; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;4;/tmp/parserSDC/2021_05_08_14_59_16_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sat May  8 15:03:12 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;6;0;0;498.876352; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;8;/tmp/parserSDC/2021_05_08_15_03_12_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sat May  8 15:13:36 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;1;0;0;89.423569; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;75;/tmp/parserSDC/2021_05_08_15_13_36_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sat May  8 15:15:56 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;2;0;0;70.858585; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;5;/tmp/parserSDC/2021_05_08_15_15_56_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sat May  8 15:18:43 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;5;0;0;2553.374111; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;42;/tmp/parserSDC/2021_05_08_15_18_43_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sat May  8 16:09:33 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;1;0;0;690.586959; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1000_1000_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.out;1;/tmp/parserSDC/2021_05_08_16_09_33_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sat May  8 16:22:45 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;15;0;0;4996.520019; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1000_1000_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.out;256;/tmp/parserSDC/2021_05_08_16_22_45_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sat May  8 17:54:48 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;0; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_08_17_54_48_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sat May  8 17:56:09 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;2;0;0;212.69034; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;2;/tmp/parserSDC/2021_05_08_17_56_09_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sat May  8 18:00:55 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;6;0;0;593.753181; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;6;/tmp/parserSDC/2021_05_08_18_00_55_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sat May  8 18:13:06 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;0; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_08_18_13_06_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sat May  8 18:14:32 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;1;0;0;417.404041; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;1;/tmp/parserSDC/2021_05_08_18_14_32_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sat May  8 18:23:42 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;20;0;0;2715.278352; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;176;/tmp/parserSDC/2021_05_08_18_23_42_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sun May  9 10:18:03 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;140.912264; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1000_1000_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_09_10_18_03_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sun May  9 10:24:34 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;1;0;0;1222.453886; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1000_1000_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.out;1;/tmp/parserSDC/2021_05_09_10_24_34_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sun May  9 10:47:33 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;1;0;0;306.216291; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1000_1000_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.out;1;/tmp/parserSDC/2021_05_09_10_47_33_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sun May  9 10:53:44 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;3;0;0;1465.946204; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1000_1000_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.out;154;/tmp/parserSDC/2021_05_09_10_53_44_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sun May  9 11:21:20 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;2;0;0;444.284654; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;2;/tmp/parserSDC/2021_05_09_11_21_20_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sun May  9 11:30:40 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;2;0;0;145.898781; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;2;/tmp/parserSDC/2021_05_09_11_30_40_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sun May  9 11:34:56 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;15;0;0;2279.669592; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;52;/tmp/parserSDC/2021_05_09_11_34_56_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sun May  9 12:20:19 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;1;0;0;399.082448; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;1;/tmp/parserSDC/2021_05_09_12_20_19_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sun May  9 12:28:44 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;46.995744; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1000_1000_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_09_12_28_44_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sun May  9 12:31:00 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;6;0;0;993.736846; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1000_1000_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.out;138;/tmp/parserSDC/2021_05_09_12_31_00_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sun May  9 12:49:54 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;76.688396; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1000_1000_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_09_12_49_54_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sun May  9 12:51:53 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;2;0;0;3079.673271; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1000_1000_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.out;7;/tmp/parserSDC/2021_05_09_12_51_53_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sun May  9 13:48:50 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;0; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_09_13_48_50_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sun May  9 13:50:15 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;12;0;0;1168.661357; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;140;/tmp/parserSDC/2021_05_09_13_50_15_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sun May  9 14:13:53 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;2;0;0;781.939284; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;5;/tmp/parserSDC/2021_05_09_14_13_53_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sun May  9 14:29:53 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;22;0;0;8360.457947; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;214;/tmp/parserSDC/2021_05_09_14_29_53_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sun May  9 17:14:55 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;143.444549; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1000_1000_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_09_17_14_55_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sun May  9 17:18:07 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;158.724666; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1000_1000_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_09_17_18_07_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sun May  9 17:24:12 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;109.04149; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1000_1000_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_09_17_24_12_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sun May  9 17:29:27 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;14.897678; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1000_1000_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_09_17_29_27_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
